0640225505;1376991065;1805049383;2110982559-0706537026;1330711719;1377161375;0372482259
0394496008;1012388167;0694987588;0492835483-0241536302;0756534884;1978605148;0632448641
1667740284;0754392544;0332035120;1351746934-0581218125;1777400319;1269631663;1301843449
1519451707;1696793072;1565812591;1347606599-1861568131;0686324574;0922447181;0885323374
1863240402;0874895860;0554188011;0601323838-0391702484;1306270533;0763524850;1347363125
2064467907;0618828370;0385112169;0064512325-1926888187;1156362149;0251632893;0798731708
0363538959;0408308198;1225631621;0527512123-1083756445;1885760908;1419918330;1729086846
1013909518;0494530081;0805357477;0053688898-0406176946;1912901256;0153730355;0323249144
1862219945;0903944237;1291472381;1159087238-0955047129;1184319425;1978135579;1330337046
1522483205;1107572430;0581578814;1397049401-1770569956;0288354013;1642788859;0155103734
1930793527;0221418472;1938582300;0130823816-1880104631;0844151259;1373237931;1003152008
0081685859;0652181780;0462642172;1736182664-0014238412;0934305667;0474918405;1904400583
1164323593;0915636087;0227899807;1348713648-1140387851;0207062282;1172265434;1250171660
0655087372;2052286682;2047409907;1687831068-1265266653;0953564377;2033510325;0005790270
0680303775;0662609797;1780148484;0213400584-0325924798;1734780136;0064270433;0008892990
1288111287;0503755202;1233143540;0078799583-1534664929;1834861233;0647572111;0297346581
0309540298;1238395452;0300855040;1294152242-1102354478;0930289077;1687566979;1121690124
1634460702;1917689737;1176835583;0751254611-1279886364;1853911396;0848598249;0951871216
1493840809;0751159786;1833646236;1701954002-0258733574;2028276690;0090916352;1170255047
1821335703;0957255983;1801306604;1483121669-0983200154;1905808260;1200830815;0312193199
0728545972;1867879857;1540804753;1947668145-0365281794;1782848632;0497631433;1390173013
0015750131;0571963136;0847622780;1737032909-1419404245;1678794839;1864704787;1864494438
0476642442;0815519384;1193651734;2059946711-1940498490;0123974441;0579292297;1622263828
0935774884;1545728407;0947658690;1560876678-2141579041;1693018367;0401371419;0603303906
1458450655;0801811727;0589810764;0164995996-0686316495;0786663428;1542903464;0713481923
2089478660;0067759229;0663028893;0233960368-0129347319;0686939669;0522930611;1391695553
1982759794;1740107259;1550397167;2106096718-0194585925;1935530741;0382879231;1190229005
0368715230;1506549015;1737096975;0348677860-1893404004;1028413982;1605404418;1047512418
0470271220;1108573580;0228037688;1518595968-0199289581;1532982194;1470421499;0132324017
1324179074;1104662857;1072509284;1833286917-2105330510;0201829951;1279307844;0720660344
0330632528;1400703307;0904742335;1820203585-1257101580;1162135874;0653864853;0832762672
1091300805;1982284255;0190174227;0802566453-0389588764;0140716845;0648518568;1172063851
0009649826;1123352057;1649281222;1898066325-2078631737;0299634363;0105586726;0774611460
0848940106;0255010874;1737883553;0683792424-1314275071;0004325255;1827600434;1021891197
1498622920;1667204424;0338128112;0677448422-2064815807;0023532729;0377585255;0261203900
0597372832;0559137699;0038867821;0416438859-0438697640;0879875329;0492261261;1328005383
0988928810;1550565537;0640924014;0231929946-0363783117;0216904410;1232669911;0708451568
1296164408;0561090088;0640415039;0267521709-1554089992;1894380730;0264378688;0268943573
1829038123;1562810103;0276914664;0507694799-0873957262;1959040601;0376105203;1155773700
1098988785;0197661648;2089599674;2101641527-0478118433;2000180004;0316317090;1319305305
0795605860;1514502798;0124858095;0398479546-1391718276;0217181608;1596569403;0733786956
1906268418;0344771733;0667636925;0371742900-0852991177;1769368114;1563831989;0271883490
1848099261;1948293066;0130910806;1194661914-1858172795;1602970891;0949413422;0987886344
1209708651;1345611208;0537286299;0002091658-0794757654;0143606438;1969267885;0467375631
1834533138;1575730387;0532279505;1752250780-1635608149;1875478643;0404582235;0880397243
0674135271;0067778125;0980613965;1389402677-2101098508;2089016335;0887397542;0216559979
1886269035;1370074231;1517937283;2013672668-1601738003;1703101276;0213614869;1779929146
0821954112;1967942880;1820336713;1347100229-1940942129;1137764173;1208062723;1599786723
1120193021;0094970698;0592171565;1188272757-1849793446;0357689303;0877387568;1630135074
0083820292;0018375212;1742026563;1595884790-2112398147;0876004425;2005970790;1005293277
1710255590;0197086035;1005206571;0252987848-2096623923;2046593885;0857851196;1847328861
1885082148;0749417245;0464047060;1725815163-1861308159;0611942464;0617806965;0398227510
1450716518;1810673635;0001021808;2141141527-0782171510;1209165283;0803159820;1772373345
0533141878;1213768262;0856016581;1077725614-1457315700;1053975865;1727242599;0082421247
0126946014;1130395827;1922323027;1739129321-0146578730;0384972001;2003676043;1092186094
1828950949;0097676685;0974538487;0210575340-0086689124;0990194402;1346533811;1011089391
0341295826;0230126445;0117112868;1220951824-1331058883;0769495782;0769085840;0321641587
0613813210;1994663929;2096925033;0664898714-1595270857;0383960804;0040873593;1915194158
0035828623;0876245601;1764448528;0484728673-1429334040;1065134938;0299221574;1757776591
0018633158;1782357691;0836320634;0760426023-0804985264;0240355948;0245678029;1647063869
1138236453;0555738095;0883781862;1724851982-0705510621;1259792060;1283876647;0199121073
0848351885;1106198762;1116660855;0859398852-2088979489;0268126820;0986772334;1813895404
0462202216;0784293113;0359724905;0730012030-0738112899;1597948421;0288622365;1858013629
1075351576;0211564680;1682140975;0121154070-0421957134;0842548744;0209572090;0404935550
0376111507;1261725028;1559015118;0919111179-0651712582;1166765974;1162544261;1075174221
1525726489;1930355443;1448475272;0649274112-0985589977;1269374128;1268419998;0264742617
2090530982;0574265907;0895589331;0457004294-1469647586;0010070108;1744580690;1573424339
0429236415;0778856632;1330585559;1404273902-0786190384;0034903897;0366761248;0878228246
0727024691;2069513854;1674197366;1904387368-0942219088;0331799038;1678884054;1216657645
0025752781;1182777220;1828099908;0826616127-0865534046;2123969991;2090458303;1500233601
0820632580;1231791026;0969416902;0031442125-0166817713;1239143056;2128417233;1673326952
0160241152;0228548326;1510954246;0613886747-1083116641;1869993315;0554471360;1068603187
0608024048;1332982310;0884278666;1484702222-1777750661;0715378716;1756623906;2120292833
0418005913;1006370454;0487016606;1227918325-0305440605;1054331905;1268755938;1615918903
1670802759;0685802341;0735211738;0082775728-1789740887;0371644280;1342968484;1218180618
2000039875;0108652634;0763719688;0327038097-1118643606;1971240204;1403886359;0715206124
1003353809;1325871619;1633979261;0268561791-1854878990;2078565078;1326780197;1872064178
0999727449;0507181215;0832085562;0448531270-0797453920;0362592513;1681259452;0337782538
1311837145;1979775913;0982143173;1320997769-1323560897;1452380253;1855780369;0048172755
0038158366;1377530556;0134856385;0936015110-1288239495;0511063411;1655644324;1468539289
0710275252;1882050338;1333394103;1362832676-0068206630;1740046559;0530212267;1367920066
1820108127;1800222621;0444488564;1571170882-1210090262;1316896344;1110387626;0651937752
0656230870;1943704745;0324411051;2063038071-0209894835;1534343471;0727083921;0917508817
1638101859;0837589673;0614328026;2057241853-1577106671;0041164576;0363294498;0594619465
1527938764;0457355722;0933647041;0142809458-1459326907;0496593562;1126544292;1614083692
0891182540;1553995602;0307968000;0582586730-1157224437;1859205427;1778547739;1226966780
1492692966;0786715308;0267366977;1100992915-1668819853;1718839551;0586314213;1528005455
1578231359;1763926616;0302888277;1107028149-0023782635;0282788103;0438336310;1249452960
1460798354;1604883174;0876899098;2010354372-1665711953;1023971779;2107226242;1998626617
2125829192;1125794805;1902357565;1187058419-0767767503;1786671745;0328182214;1020465202
1154245072;1177141753;1602086507;1117957063-1169930238;0657238134;1692921617;0922777816
2147338525;1855901840;2089735852;0095417879-1665491691;1616995639;0440151888;1699101348
1706301677;0315663301;1068491817;0883712105-0552446083;1389511000;1774199522;1160927659
1822231818;0985875259;1769141408;2048551541-1547920883;1289380823;0366010284;1141678180
0418785315;1220877986;0090063617;1870723431-2088112737;0733011485;1757829203;0902883042
0635837192;0637058472;1835758609;0697385014-2131668619;0484796632;0424037306;1444261196
0690259131;0478553623;0724483746;0166040532-1061963871;0690189680;1458774313;1946564439
1142647875;1684063651;0223314897;1599542570-1311680844;1500308653;2082031544;1605615790
0305074328;1340765307;0696606778;1936758049-1682891964;2005607958;1349626794;1455247144
0647493525;1124035326;0248081423;1238717534-1419119920;1195111858;0830447015;0826759252
1123552274;0719361047;2115667966;2144761183-1488187786;0230082693;1529256651;1132246061
0806951160;1068915315;1558992050;0531407303-2125537295;0514849220;0859226777;1344398611
1632004990;1446727446;1338333588;0628894838-2068515379;2072697217;1489888132;0890510504
0996504785;0030958542;0629172820;0298107912-0220328533;0799846703;1923390748;0356963345
1561113344;1824257209;0666883444;0592889615-0371637225;1224395099;1220123339;0291613370
0588227136;1466247611;0848748752;1333891490-1132481397;0467276018;0160337447;1846978391
0289700152;0645026915;0469910349;1485865624-2003695252;1415031757;1204833021;1005276384
1426334939;0051368312;0058793690;0303070210-2017292433;0162102595;1449049769;1714910603
1124478234;1249585238;1536511053;0650412596-0792737742;0554683806;0344215815;2061741334
2037956193;1713049748;2061342954;1784834474-1661423222;1957713860;1699889333;2065063690
2042218663;0337939040;1794682612;1822837769-0432675481;0597180425;1620320544;0487255401
0946378596;1521173290;0566667495;2038097667-1943319619;0294049310;0726881423;1809092225
1339551349;1768451142;1184669114;1412907661-2012373548;1242264633;0905670697;0243314543
0578660313;1737926975;1413585978;0527945485-1924820638;0766804458;0633159959;0737960028
1176129171;1763490009;1554769016;0421835216-0940956565;0587411447;0641864470;1005788409
1442004526;1417112087;1809200979;1019896180-0180626906;1402015931;1491177433;1084955941
0570853710;1528852821;0787526192;1010992483-0860046717;0092744662;1833890159;1506600569
0456081406;0991054499;0769798561;1562925199-0063849489;1524021770;1196430621;1520060286
1187762090;1856947765;0341244504;1515041238-0584484587;0842252331;1670209740;1456350243
2007409242;1559035924;1268797621;0169001437-1433770325;0463849288;0549344806;0805955989
1522945494;0287329065;1596356999;1458880222-1579093355;1219107859;0404310186;0603036994
1267427965;0771513162;0315453148;1831417640-0753163029;1142412985;2031234715;0414318646
1311499748;0604111828;0004810180;1387800321-0940104980;1307207881;1485147157;0665838618
0212368209;0154667349;1038921773;2116188701-0159336093;0049607242;0525261258;1908174036
0160238754;0188245140;0592655949;0739380057-1420236457;0633396394;0416755779;1470204786
0784995920;1434383919;0039105411;0114646695-0574171506;1456475371;1962951891;1688646823
2090759056;0112538331;1646119757;0302931598-1835124196;0772223958;1524383285;0829962285
1269836730;0453437224;1647444212;1088210313-1579992739;1302669218;0365765761;1326947413
0387496196;1478148468;1150473180;0059978672-0891709861;1826745061;1678022715;1772518601
0826975823;0468493777;1299860137;0398181628-0679577744;1345108662;0680930265;0454608992
2013996165;0596301141;1874579885;0331542058-1654788488;2116889166;1194633113;1374114388
0701379278;0543786963;1884569156;0717495289-0822644318;0683333240;0039220524;2049350886
2097610416;1446712560;1088144586;0475319050-0048106510;1072262298;1977160509;2122204732
0339037701;0932525216;0615649506;0645036096-0624215416;0730881117;0312472579;1129118338
1926401874;1572834146;1247280899;1462191126-1390882061;1195301632;1872494986;1797866564
1648427858;0440479459;0762136204;1630709920-1155322426;2104361255;1091430342;2011928967
0212642707;0473187941;0737779546;0290251844-1327379771;1211686161;0221883426;1163129590
0175380489;1272314939;1302506594;1927511487-0894747014;1332568004;0363488665;1710500587
0019783320;1785777602;0332706342;1895556853-0704125126;1596097712;1396010907;1496470474
1998266501;0368326874;1421900664;0686436032-0648238140;0753877749;0269810143;1361094584
0920865444;0070873379;1462940415;1099280402-0803901273;1349072034;0721330412;0855047169
1964687306;0790995670;1340450760;1852466290-0183021824;0851213464;1956116781;0627586344
1551493191;1199619263;1424475205;1007073679-1568700946;0500065203;1492356110;1567627457
1785288403;0700673337;1563938458;2061307973-1196908807;0966997800;0175784104;1613421303
0495828852;1158965204;1051505338;1007284603-0818733320;1523182911;2130112937;0108253022
0489891745;0158255617;1217399933;1763968962-1014597499;1320008513;1877004481;0279537737
1644009770;1347602088;1785751754;2045762653-1919720501;0948147779;1191060913;1465691104
0085470191;1978423941;1881869886;0448020986-0811045320;1159985731;1023633451;0715914840
0029841739;1186417622;0735310559;1743660275-1136394963;1818070370;1911379074;0340221245
1496996401;0100103355;0957391884;1937911064-1734262246;2097511438;1930672961;0342549357
1970869139;1609847845;0566262362;1671478277-1301815132;1043527888;0074268567;0543806662
0068166602;1067295963;0112346750;0573701537-0000157329;0496744856;1521858903;1352346951
2075769256;1582040077;1352540632;1035998529-0229867027;0052041836;0641293323;2143939015
0554912092;2033534970;0419998785;0140831806-0433184448;0561454206;0317695324;0860964026
0477571496;1397744433;0567070898;0228157300-1381431205;1268554718;0381498010;1598367775
0894254102;1638130608;1320774116;1859592220-1836926749;1002961171;1169255694;0057595361
1637591177;0844491887;0655721786;1977464545-0789686843;0817831841;1404410887;0941013632
1546536516;1644644771;1282645660;0984759034-0188617009;0400207291;0365157433;1840196952
0130688170;1747785956;1757238826;1717835038-0883333398;0629968475;0785779615;1721043902
1127619471;0357264322;0177182842;1499690752-0286904025;0895160660;1842265385;0535103249
1966275954;1721598842;1864561463;1603131617-1503251657;0005492244;2113831734;1347981017
1711960516;0934489906;1423939631;0595616049-1097656876;1434587202;1308199145;0965452029
2113298318;0972792893;0937148040;1002041182-0739386100;1521801158;0381826736;0680814716
0660060596;1885400217;1800235634;0663198055-0929582455;0548789260;0058828955;0895769065
1330309985;1067668978;2086642561;1793567217-0256263180;1310554025;1889214543;1483103306
0674573213;0985818378;0813142441;2046560026-0288782983;0262553061;1797885289;1963138933
0537294423;0138631726;2111145534;1298174204-2127476755;0899098735;1457498853;1984744689
0740499172;0901849439;0443940747;0953945151-1990728002;0370309354;0381703672;0759961715
1591295296;0138700134;1113395143;1807152090-0943957109;1625430574;0472183731;1039891252
1230353078;0424144983;1106504888;1966753243-1153460477;0875355470;1836402340;0779153696
2028372913;1708136313;1085619495;0985787553-0295066666;0645714539;1289388682;0498096497
0616569073;1067813136;0214538773;0128114498-1441753592;1494631643;1157804942;0878334727
0369167211;0513059094;0837350153;0883682680-0057900108;0317023065;0299725248;1633090921
0370616940;1256334280;1151026656;0772315216-0910672844;0562536939;1335319679;1513733803
0085261012;0610236135;2004306520;0951194798-0862701718;1765673529;1745967657;1261858591
1656324812;0020599223;0466273794;0495827855-1142208625;0744039842;0280348013;0229932973
1160396258;1480909799;0315523063;0858995398-1750579052;1456163064;1008975436;1319276140
0305429705;0871135605;1780091636;1405439895-1055681912;0336003470;1475812327;0541657039
0446674840;1808689615;1015336020;0847429078-0628967042;1134564360;1115896807;0902945998
1693938684;0836753709;1596666607;0220010937-1904461672;0043562769;2015018603;0600547431
0227531917;1608037359;0202195218;0975899372-1608133065;1810725960;0880448083;1528603151
0886289796;0926025780;0901294651;1857037066-1842126411;0346850878;1252088588;0660641563
0912294351;2045401324;0141831292;0051676474-0943105130;0191121403;1689367956;1325939505
0627455616;1501831342;1904061803;1912899074-0117057481;0290062515;0292810915;1388013128
0221784935;1655275000;1703761762;0576984836-1495472447;0256812241;1948687664;0320468451
0224269281;0460005282;0367645374;0705348399-0680810553;0590093055;0614493539;0544051550
2036515571;1122835911;1564349988;0387958095-0651350373;1521570252;0795956888;0971779453
1084131136;1740741604;1474415347;0684934296-1178364952;0685555630;0883707255;0470932133
1479120136;0301428080;0187817287;1991665166-1088839173;1411824524;0987959165;0286127551
0729864024;0398059704;0777884723;0028096525-1919376982;1617074887;1772073024;1928097772
0011020774;0542554976;0505916470;1050352817-0964216979;0683165791;1519872475;0178706260
1333973314;0360213718;0355557533;1555951177-0963062320;0604164801;0895127391;1283113302
0254483540;1464915603;2084010413;0504728721-0415208197;1229797876;1830283204;1014050000
0708127408;0142974582;2087082328;0594796598-0210045801;1924145386;0155262329;0301332398
0727173560;0276587843;1457265193;0205104716-0483708377;1461088344;0036294163;0110641793
1983260296;1562109785;1391571920;2052343610-0856715156;2081257404;1479546692;1028103831
0687663855;1956906478;1015121941;1544370619-1749635891;0636841666;0339383814;0307195466
0483509674;0268970670;0136973755;0015430701-1645754067;0599230709;1719705380;0105916687
2025298693;1579328301;0872877987;0999534852-1565170730;1297267007;1912602305;1571711839
1712019973;1933783705;1085216237;0650681288-1013676892;0879752193;0570198156;1248374978
0523024056;0814742021;1013413675;0750831368-0608892204;0891694673;1571480345;2116267609
1485542849;0873783121;1179736461;0114187276-1442650961;1544326897;1014800237;0432458785
1250138047;0090153681;1236945432;1700172664-0384556866;1468953039;1221720561;1366319760
0693568949;0272089927;1022718626;0372836594-2054837059;1961923206;1579407204;0051517061
0411334486;0548846509;1021012898;1769437156-0576737236;1629026541;0780058984;0063679153
0808668265;2011011639;1974980187;1984754877-0911728888;1131599271;0673769865;0368850424
1631270926;1994215680;1005655031;1347804127-0886453933;1537192692;1369301034;1407717186
0675406103;2099298726;1904851319;0149908957-0521522368;1345675569;1619001626;1942520692
1898868750;0532603183;0749855985;1395499299-1487809406;0313100974;0953134868;1257203503
0727672088;0065413351;2038046640;1085708830-0339757251;0141100184;0648846200;0236123934
2132662729;0012934226;0489688035;1029468941-0008747508;0990478960;1834132823;1290087123
1499376149;1441822345;0502679667;0336495971-1163342046;1598644834;1255817421;1054112031
1868300914;0027575164;1746797243;0172324964-1457713792;1302257168;2030375999;1014264363
0015959055;1935865157;1708441649;1922434353-1462701756;1383105883;1497580453;1326330731
0760340057;1507638349;0718180690;1604760690-0965794157;1420992673;0458216824;0373802826
1114429107;2005115862;1668903910;0984101903-2029118174;1348836058;1050249074;1368092025
0415255746;2028953919;0735685920;1609901661-1470747874;1322741348;0563122092;0432567915
0936802310;1633808013;1685363949;0602586913-0145367539;1503321334;1176553583;0306647905
2018070182;0348828156;0124461582;0176736496-0440404471;1649296535;0007948269;0442570969
1554406422;0770168799;1343064324;0681479851-1101566306;0568384155;0825231229;1211873477
1222619791;1447292841;0103509118;0215992156-0932802462;0980355734;1344281554;1812111638
0547218112;1569831930;0181160468;1779657877-0557703323;1701114153;1175776960;0138847026
1434725340;1482400864;1753532401;1700975826-0998398718;1797519415;0108861909;2133520966
1552421603;1771054218;1984894506;1110989844-0035997443;1566119694;0066635779;1108557566
2106374037;0560519064;1780632906;1912630197-2040492683;1394164238;0524275649;0375429102
0529962428;1463843287;1241464577;0344031387-1109543585;1498526194;0041530542;0071634119
1363795713;1221583960;1217950400;0278249596-1469060453;0879544012;1366267383;1960752357
1228300884;0292658777;0978513409;0445096337-1048593458;1459441324;0272116434;1468221775
1816268395;1690356307;0757285586;1710751780-2094100424;0436335485;1981325537;1256869977
1564551547;1628076561;1993614300;1635679606-0928972795;1039651875;1502111133;0164058199
2104631492;1338336307;0674593071;1319571784-0979351119;1639586425;0018886671;1748183388
1994427509;0270897740;0312984540;1143712277-0246115242;0405368172;1204738520;1564481724
0454561400;1214117421;0281880953;0224251789-0166017238;0670461613;0601633882;1307644698
0236795888;0541291725;0749293383;0529782073-0580100449;0172488963;2066561338;1443384835
0993645333;1364272659;0647680794;2123981762-0140809853;0064220377;1315085445;0739379191
1405681595;0822966518;1803581346;1060004817-2124107454;0105831650;0596081834;0336170783
2140358271;0502889800;1720717655;2086837083-0767931177;0242573369;1006650777;0903437973
1372627921;1488132173;1442878649;1076111819-0104066899;1000682835;1531968188;1607891833
2051307030;0614784272;1135433787;0695970867-1986420107;0981962087;0424969014;2071092023
0281196338;1602829366;0718286394;1233844171-1116886565;0357939528;0787951849;1722558741
0817714780;1584450307;1059086949;1729885507-1552103063;0712319732;1883887346;2143216501
1296521176;0114838923;1657463855;1984625748-0888941432;0394915445;1619414885;0298230117
0126744321;2035508870;1383081380;1085758532-1175098765;1625325543;0854411361;2016080485
1267729029;1536528516;0943913237;0888073870-0846186440;1218786646;1448134236;1359933001
0725492786;2092590283;0825199462;0677965508-0018061974;0772402791;0235062222;1468338321
1627573370;2126417751;0280287683;1363450310-1858846680;0044054204;1684632060;1186630372
0016032515;1023023730;1205752228;1422002904-0257300065;1557611044;0943159578;1106228939
1623845694;1752392982;1878113516;1739219806-1667360125;0807511172;1891102411;1000246077
0633827423;1218609241;0613972048;0369286901-0377205277;0317364595;1744852664;1849524063
0125136516;0782933999;1139416024;1053435069-1228018815;1994376035;1553257869;0793791351
1082821093;1197685373;1133840680;1837908929-0330591255;0707027996;0992509921;1608755998
1542942656;1372181867;0433753536;1536181634-1556318404;0692595568;1092344636;0198599049
0664629105;1358919688;0874610371;0050941682-1478357868;0374891686;0087546304;0364433133
0404305087;0517338101;1887660451;1133282826-1051991339;0585568822;1885120800;1399041409
0890510060;0989042477;1313483159;1727045800-1069787748;1189587952;0331955694;0016834152
1611234907;0256293279;1816427918;0076492074-1407066812;0481988520;0472739156;1784984639
2037762730;0609000754;0568610876;0340763782-2025481172;0351285560;0623861317;1221990165
1602586894;0938026784;0738706061;0829803920-0755679822;0492479996;0709317234;0813027341
0112074326;0290038663;2039413998;0444574619-0870013620;0102758917;0492265831;1404813373
1263144893;1800366056;0707716962;1834543248-1745649157;0203796385;2116909377;1534319390
0322354554;1859231344;0066651111;1366242490-1542375706;0433387805;1831791658;0596832614
0069628361;2012759359;1284139169;0316361033-2057855306;1149993007;0579645649;1118599951
1237530619;0797992338;0821849251;0205544053-1425194395;0209598127;0842539409;0052678745
0608404651;1287325990;0190170405;0738330099-0953461527;0304910375;0732690883;0664438683
0305980781;1543135349;0315805824;1316392231-1227695023;0847371185;1803443038;0882945908
0559874986;1693032195;0633778615;0398293185-0407032596;1261425277;0816067355;1813465743
1830824377;1519610023;0062642790;0570384500-0085291292;1119152095;1927480239;0369561878
0703776422;0030396878;1926704207;0211693936-1707062920;0224972520;1541924920;1446962091
0987044809;2098415435;2091765011;1987238487-1851572865;0199613378;0532587432;0485128928
1713968884;0329392530;2034893391;1776144062-1630556734;0728208971;0498871344;0754520720
0338805505;1324974338;1585763023;1647068291-1212557007;1973290266;1499540041;2048871542
0483726749;1769866548;1351077639;0069795295-0523451803;1561434909;0786349223;0557027323
1077000388;0005860553;1861550156;0384218749-0081187914;0873154753;1356173720;1967766429
1002208403;1402385800;1265114775;0548434478-0538458822;0381332896;0970780424;1473319909
1601260653;0122730767;1151699849;1349251732-1594031051;1021377832;1460431953;1889232508
1785041061;0838563637;1951355445;0060707131-0250018392;1581100812;0598699306;1378349747
1018097640;0017336184;1458952143;0640385955-1926190568;0168897851;1840284070;1594880396
0263933718;1380267371;1035349503;0059105280-1244996046;1715372401;0295982632;1007969572
1593589068;0035420492;0459238825;0370704457-0579748852;0705649125;1440145141;0231199450
0971238727;0586083842;1951127352;0522115374-0574909176;0969593179;0846646017;0352962697
0894215465;0988758549;0836472557;1166312237-2126521090;2017106256;1327993050;0781648079
1001795054;0897680098;1236786911;1183393864-1454617381;0800485019;1914149525;1806034615
1489907607;1217826829;0348875446;0919264612-1082977366;1676682037;0714579925;1216245451
1687942811;0995847607;1870669778;1186366766-2028057414;0700511914;0998385744;1579465397
1029566812;1653665405;0421102361;1508764462-0317409058;0344658658;0914669047;1154727703
0698786382;2062140478;0156434813;0679918163-0624079854;0599974230;1331160945;0337368169
0789988303;1589502767;0076436289;0469488317-0835224741;1669105195;0072131604;1135091520
1385940339;1891642211;1482730089;0844366035-0688010869;1346719835;1990111112;0739657359
1785883877;2118870267;0131259268;0608811807-1687945941;1048453517;1254936584;1282270101
1115189862;1906223265;1733368909;2115582008-0700065077;2078330873;1685464056;0137601615
1977939133;0176152771;1367156631;1873957964-0616334046;1412681641;0361139055;0875310963
1088373191;0022515991;0469138865;1404435918-1361709649;0520844664;0692922676;0147597851
0333469472;1836580881;1632408636;1788354827-0698453977;0770376937;0546272396;0707568647
1489296690;1687563045;1055571386;0625876635-0733701439;0468984199;0952448103;0452162383
1696027995;1592065334;0195826918;1318063622-1401476149;1008995947;1664004517;0244382338
1345221702;0433309898;0522408709;1210023227-0190239099;1892870157;0645982041;1490327502
1832551153;0476763197;0697565022;0862095781-0171624958;0430131185;0784870493;1473815977
